code_bss,date_mesure,niveau_nappe_eau
00751X0004/S1,2007-06-05,55.75
00751X0004/S1,2007-06-06,55.76
00751X0004/S1,2007-06-07,55.77
00751X0004/S1,2007-06-08,55.78
00751X0004/S1,2007-06-09,55.79
00751X0004/S1,2007-06-10,55.8
00751X0004/S1,2007-06-11,55.81
00751X0004/S1,2007-06-12,55.82
00751X0004/S1,2007-06-13,55.83
00751X0004/S1,2007-06-14,55.84
00751X0004/S1,2007-06-15,55.84
00751X0004/S1,2007-06-16,55.86
00751X0004/S1,2007-06-17,55.86
00751X0004/S1,2007-06-18,55.87
00751X0004/S1,2007-06-19,55.88
00751X0004/S1,2007-06-20,55.89
00751X0004/S1,2007-06-21,55.9
00751X0004/S1,2007-06-22,55.91
00751X0004/S1,2007-06-23,55.92
00751X0004/S1,2007-06-24,55.93
00751X0004/S1,2007-06-25,55.94
00751X0004/S1,2007-06-26,55.95
00751X0004/S1,2007-06-27,55.96
00751X0004/S1,2007-06-28,55.97
00751X0004/S1,2007-06-29,55.98
00751X0004/S1,2007-06-30,55.99
00751X0004/S1,2007-07-01,56.0
00751X0004/S1,2007-07-02,56.01
00751X0004/S1,2007-07-03,56.02
00751X0004/S1,2007-07-04,56.03
00751X0004/S1,2007-07-05,56.04
00751X0004/S1,2007-07-06,56.05
00751X0004/S1,2007-07-07,56.06
00751X0004/S1,2007-07-08,56.07
00751X0004/S1,2007-07-09,56.08
00751X0004/S1,2007-07-10,56.09
00751X0004/S1,2007-07-11,56.09
00751X0004/S1,2007-07-12,56.11
00751X0004/S1,2007-07-13,56.11
00751X0004/S1,2007-07-14,56.12
00751X0004/S1,2007-07-15,56.13
00751X0004/S1,2007-07-16,56.14
00751X0004/S1,2007-07-17,56.15
00751X0004/S1,2007-07-18,56.16
00751X0004/S1,2007-07-19,56.17
00751X0004/S1,2007-07-20,56.18
00751X0004/S1,2007-07-21,56.19
00751X0004/S1,2007-07-22,56.2
00751X0004/S1,2007-07-23,56.21
00751X0004/S1,2007-07-24,56.22
00751X0004/S1,2007-07-25,56.23
00751X0004/S1,2007-07-26,56.24
00751X0004/S1,2007-07-27,56.25
00751X0004/S1,2007-07-28,56.26
00751X0004/S1,2007-07-29,56.27
00751X0004/S1,2007-07-30,56.28
00751X0004/S1,2007-07-31,56.29
00751X0004/S1,2007-08-01,56.3
00751X0004/S1,2007-08-02,56.31
00751X0004/S1,2007-08-03,56.32
00751X0004/S1,2007-08-04,56.33
00751X0004/S1,2007-08-05,56.34
00751X0004/S1,2007-08-06,56.34
00751X0004/S1,2007-08-07,56.36
00751X0004/S1,2007-08-08,56.36
00751X0004/S1,2007-08-09,56.37
00751X0004/S1,2007-08-10,56.38
00751X0004/S1,2007-08-11,56.39
00751X0004/S1,2007-08-12,56.4
00751X0004/S1,2007-08-13,56.41
00751X0004/S1,2007-08-14,56.42
00751X0004/S1,2007-08-15,56.43
00751X0004/S1,2007-08-16,56.44
00751X0004/S1,2007-08-17,56.45
00751X0004/S1,2007-08-18,56.46
00751X0004/S1,2007-08-19,56.47
00751X0004/S1,2007-08-20,56.48
00751X0004/S1,2007-08-21,56.49
00751X0004/S1,2007-08-22,56.5
00751X0004/S1,2007-08-23,56.51
00751X0004/S1,2007-08-24,56.52
00751X0004/S1,2007-08-25,56.53
00751X0004/S1,2007-08-26,56.54
00751X0004/S1,2007-08-27,56.55
00751X0004/S1,2007-08-28,56.56
00751X0004/S1,2007-08-29,56.57
00751X0004/S1,2007-08-30,56.58
00751X0004/S1,2007-08-31,56.59
00751X0004/S1,2007-09-01,56.59
00751X0004/S1,2007-09-02,56.59
00751X0004/S1,2007-09-03,56.59
00751X0004/S1,2007-09-04,56.59
00751X0004/S1,2007-09-05,56.57
00751X0004/S1,2007-09-06,56.57
00751X0004/S1,2007-09-07,56.57
00751X0004/S1,2007-09-08,56.59
00751X0004/S1,2007-09-09,56.59
00751X0004/S1,2007-09-10,56.59
00751X0004/S1,2007-09-11,56.59
00751X0004/S1,2007-09-12,56.57
00751X0004/S1,2007-09-13,56.59
00751X0004/S1,2007-09-14,56.59
00751X0004/S1,2007-09-15,56.59
00751X0004/S1,2007-09-16,56.59
00751X0004/S1,2007-09-17,56.61
00751X0004/S1,2007-09-18,56.59
00751X0004/S1,2007-09-19,56.57
00751X0004/S1,2007-09-20,56.57
00751X0004/S1,2007-09-21,56.59
00751X0004/S1,2007-09-22,56.59
00751X0004/S1,2007-09-23,56.59
00751X0004/S1,2007-09-24,56.59
00751X0004/S1,2007-09-25,56.57
00751X0004/S1,2007-09-26,56.57
00751X0004/S1,2007-09-27,56.57
